corpus_author_id,name,num_citations,num_papers,i10,h_index,h_class
145980774,Sharon L. Foster,1279,80,28,20,H
47077051,Elena Maggi,785,122,27,16,H
3109809,Robert Karasek,9477,62,32,25,H
2167895,Suresh Kotha,4679,86,34,25,H
2331530,Merrill Hiscock,1076,73,33,16,H
3411615,Wael A. Salah,65,20,3,5,L
153467374,Kenneth Arthur Bloom,3189,730,59,24,H
145897969,Guenter Eckerlin,9117,1200,250,42,H
102272195,Michał Bluj,7519,701,179,38,H
145619278,Hassler Whitney,4214,103,33,26,H
8225318,Govind Persad,448,54,5,7,L
145264517,Christopher Green,304,95,6,9,L
144307124,Qian Zhu,149,32,2,5,L
4233256,Petter Wabakken,2764,66,38,28,H
1576796328,J. S. H. Lee,629,150,16,12,H
1717095,Jane Yung-jen Hsu,1962,198,52,24,H
143985958,James G. Scott,4345,145,49,25,H
51215148,Germán Gémar,83,34,1,6,L
83483197,Shuoqi Zhang,89,4,1,2,L
103381979,Leon Anderson,1121,42,15,12,H
52170512,Sikander Randhawa,16,4,1,1,L
48546117,Wayne F. Cascio,4563,124,53,30,H
32698027,Rodney A. Walker,940,92,30,17,H
2989109,Antonio De Domenico,1458,67,19,15,H
2970530,Liesl J. Zuhlke,3534,34,12,12,H
40176711,Zheng Yang,6144,275,95,40,H
31188875,Yaosuo Xue,626,1,1,1,L
95813731,黄金鹿,0,25,0,1,L
48329058,Vladimir Rusinov,1180,161,31,16,H
3382597,Christopher Liaw,201,16,6,6,L
48715508,Mitsuru Mukaigawara,1869,7,3,3,L
3228114,A. Juodagalvis,5722,580,123,35,H
32081743,Rajbir S. Sangwan,2311,165,60,27,H
144856471,Felipe Olivares,155,42,6,8,L
1686328,Nancy D. Brener,8763,128,81,39,H
88739086,Traci D. Paige,22,5,1,1,L
4951647,Andrea L. Paiva,790,81,22,16,H
113929335,Elisabeth Holzinger,67,5,2,3,L
2156363,Henry W. Chesbrough,1818,25,9,9,L
31698276,Mirjam Hauck,709,52,16,14,H
98881041,Brian J. Ruggeberg,62,4,1,2,L
1389618012,Semra Turkcapar,1663,342,47,21,H
72840235,Ugo Gasparini,10312,939,148,40,H
5496653,John D. Roback,2147,191,47,24,H
4489218,Pedro Carlos Carricondo,143,63,6,8,L
1411302180,Gianpiero D’Offizi,40,15,1,4,L
3650228,Shriram S Savrikar,31,9,1,5,L
11317457,E Mastucci,4,1,0,1,L
117957616,Alexander Pollinger,6,2,0,2,L
38461766,Steve Kinchen,4098,23,16,14,H
1766161,Jennifer Tsai,1618,21,8,8,L
2913885,Tadakatsu Shimamura,2038,110,41,23,H
79130452,Harinder Singh Bawa,10501,830,197,44,H
3211005,Stefano Bacherini,80,10,2,6,L
7339081,David C. Schwebel,12287,328,116,41,H
103630320,Caner Çakı,27,71,0,4,L
40537710,H. Blair Simpson,4136,200,91,38,H
1805203,Krzysztof Choromanski,682,84,16,14,H
6744892,Mall Leinsalu,5366,99,47,28,H
143837185,Thomas Gasser,10989,395,176,50,H
47445430,Katrin Lehner,295,2,1,2,L
5385225,Emmie de Wit,5664,88,66,36,H
3046062,Bangyin Liu,2507,62,21,18,H
2238332,Clara Locher,1019,28,18,15,H
3135696,Michael Bremer,2251,143,43,22,H
1398022789,Antonio F. Gómez-Skarmeta,5458,560,151,36,H
35097665,Cyril Chik-Yan Yip,944,14,7,8,L
4746348,Nathan Evaniew,1047,88,19,14,H
3043917,Andrew J. M. Boulton,19781,558,274,75,H
3082966,Tat Y. Choi,635,10,6,6,L
1398497539,Greg Bishop-Hurley,665,21,7,9,L
79169337,Dean D. Erdman,1484,16,4,6,L
39081102,Rong Xiang,147,61,3,5,L
2791177,Thomas Schnider,3884,98,38,26,H
74028788,W. O'Hanlon,0,4,0,1,L
113301854,Alyssa Bryant Rockenbach,126,12,5,6,L
2361904,Soon-Jyh Chang,1840,131,36,20,H
34594029,Amy D Shapiro,2690,224,56,27,H
5134042,Ofra Eshel,34,31,1,4,L
83702990,Michelle Choong,63,2,1,1,L
144597493,E. J. Lowe,1116,270,31,17,H
4249757,Susan K. Service,5294,87,56,30,H
2549633,Muhammad Tanvir Alam,34,18,1,4,L
2265699,Victoria L. Rubin,1196,60,21,18,H
16204536,Marcello Maggi,5708,365,64,25,H
50283025,Guangtian Zhou,12,3,1,2,L
136164810,津川 秀夫,0,19,0,1,L
46370353,Michael Naim,649,68,20,15,H
1421020783,Hasan M. El-Shamy,26,19,1,3,L
88199462,Qin Li,66,22,3,5,L
5613031,Monica Cortinovis,4928,17,15,15,H
144008600,Hua Wang,2120,188,43,23,H
34929055,Atsushi Yokoyama,929,61,16,13,H
2122736,Thomas Dyllick,1391,138,12,11,H
97648922,James A. Sills,52,2,1,1,L
49870691,Sushmito Ghosh,240,1,1,1,L
48362653,Yong-qiang Deng,2287,124,60,26,H
48080691,Philippe Hamel,1370,28,5,6,L
49187662,Anil Kaul,6289,33,20,19,H
2256143,Lan Umek,487,32,6,7,L
50573638,Manu Goyal,41,38,0,4,L
5300695,Duncan L. Carlsmith,11870,1691,205,40,H
30576247,M. Mofijur,805,43,21,16,H
46821728,Barrett N. Rock,2463,66,16,15,H
11931147,Jiannan Feng,227,23,3,5,L
145562586,Ann Glover,1224,9,4,4,L
65870105,Neusa Freire Coqueiro,15,3,1,2,L
48924885,Peter Riederer,3814,333,63,28,H
1983645,H. Dehbonei,693,30,8,9,L
143927736,Theo Lynn,351,91,9,10,H
65863531,Xuelei Xie,194,2,1,1,L
49401282,Shazia Sultana,369,38,8,10,H
4223555,Tomoshige Kino,5046,216,102,37,H
144209276,Alan Brenner,46,63,0,4,L
153269969,J Xiao,1069,5,3,4,L
118937723,Eneko Largo,72,12,3,4,L
1728765,Ryan P. McMahan,1233,59,19,15,H
6774478,Tanapat Palaga,614,113,19,13,H
145435472,Hsiang Tseng,453,1,1,1,L
6679440,Syed Akif Hasan,153,70,3,7,L
49027794,Maurizio Marconi,612,67,14,12,H
4607357,Anthony S Fauci,50686,1243,658,114,H
7172306,Pamela Maxine Potter,242,59,8,10,H
97611880,R. Gilmore,786,15,1,3,L
3139794,Babak Saleh,432,29,8,8,L
3158246,Bart van Merrienboer,10421,13,7,8,L
31738789,Patrick Rolland,404,42,12,12,H
3850000,Li Wei-fen,111,71,4,6,L
48341159,Péter Major,562,180,14,12,H
4377403,Jianping Hu,190,18,7,7,L
6020803,Gaelle Elain,1259,10,7,7,L
2174986,Michael Dummett,2760,189,36,22,H
1796120,Thomas Ehrhard,1444,118,41,21,H
120764377,David Ja Cockerill,5047,545,124,33,H
48908207,Chaolin Huang,1577,4,1,4,L
6579793,Takahito Kanie,568,82,14,12,H
5061089,Mika J. Juvela,4348,381,45,24,H
14124191,Sung Bin Oh,1369,285,35,20,H
79169891,Samuel Boren,1506,293,42,20,H
3056091,Mark Everingham,11319,67,38,28,H
104435590,Bhawandeep Bhawandeep,715,213,24,15,H
144248553,J. E. Solomon,1062,37,7,7,L
2419090,John R. Douceur,7510,71,36,28,H
3238133,Roberto Paolesse,2741,547,74,25,H
153169429,H X Hu,3,2,0,2,L
46594675,Feng Ye,121,47,3,6,L
1391987401,Theodore A. Mork,142,1,1,1,L
2843293,Dennis L. Murphy,22851,798,412,69,H
2876530,Laurence B. Leonard,5778,292,135,37,H
2958756,Olivier Grisel,16694,20,5,5,L
102883997,D. Lieber,536,7,5,5,L
2599128,Håvard Hegre,4162,92,39,25,H
102004054,Yurii Maravin,10843,1227,168,40,H
5129764,Noam Lindenboim,866,6,3,3,L
6067565,Shamsudeen F. Fagbo,568,24,11,11,H
117272767,Philip L. Tite,63,66,2,4,L
46832563,Enrico Franceschi,4554,229,53,26,H
1939498,John Suckling,13317,272,149,58,H
2155858,Gordon Luikart,20250,187,124,61,H
3076402,Vance G. Fowler,16377,417,201,65,H
40028697,Wang Jun Lee,23,11,1,3,L
30016600,Stephen Mrenna,9192,640,145,37,H
103311621,Tyler Moore,3585,120,66,30,H
1388360943,Rami Al-Rfou,4560,26,13,13,H
144392463,Sudipto Guha,12549,213,117,47,H
4066241,Gavril W Pasternak,8962,462,214,47,H
91697468,Regina Romanova,7,27,0,2,L
144076314,W. Tellis,965,28,5,8,L
47054366,Brian Harmer,155,2,1,2,L
4583863,Maya Mathew,245,28,5,5,L
1705257,Stefano Ceri,1056,120,16,14,H
2309374,Zhengdao Wang,5010,192,58,26,H
143893760,Jorge Ruíz,757,91,21,17,H
31538229,Alberto Messineo,7505,930,159,38,H
14524608,Leszek A. Utracki,875,92,11,11,H
4766378,David E. Paschon,2943,49,19,17,H
5247744,Janet A Englund,8483,395,170,51,H
5978589,Valiollah Hajhashemi,1438,97,35,19,H
3139353,Youn-Joo Shin,226,3,3,3,L
1814625,Hiroshi Noda,1136,132,5,8,L
87342934,Jill Cheng Sim Lee,17,7,1,2,L
52403871,Lisamarie Bensman,104,10,4,5,L
1382868343,Roberto Dell'Orso,10990,914,160,40,H
1422491606,Alejandra Ramírez-Venegas,139,10,4,4,L
145729992,Jasvinder A. Singh,18787,653,256,59,H
12092390,John R Poulsen,5822,126,44,27,H
81145968,Rollo May,994,99,13,12,H
6593545,Pierre Van Mechelen,3460,473,71,25,H
6063870,Henryk K. A. Lakomy,1827,46,25,20,H
145116150,Moritz Guthoff,7163,762,182,37,H
145399614,Helena Brentani,1015,98,33,18,H
48943054,Luciana Bavaresco Andrade,163,21,7,7,L
8204069,Debby van Riel,3293,51,36,25,H
49608462,Li Yun Zhao,853,45,5,8,L
5361836,Eric F. Donaldson,2980,70,41,30,H
6567393,Yuka Minoshima,144,15,2,6,L
100954672,Pavel Parygin,976,190,30,16,H
3443525,Renata Tambelli,423,58,13,11,H
144182860,David Blumenthal,13269,305,144,55,H
41126269,Ragan Petrie,1252,62,19,15,H
47090373,Su Jae Lee,18,23,0,2,L
31987035,Pamela S DiLavore,525,2,2,2,L
145629827,M. C. Hidalgo,467,21,11,11,H
46277187,Kenji Higashi,227,129,6,9,L
47958188,Xiaochen Zhang,33,15,1,4,L
145112509,Patricia Carey,349,46,13,12,H
144041881,Dong Yang,1249,251,40,21,H
26199639,Timothy Sullivan,3328,372,86,31,H
4418552,Julian Bound,1710,23,13,13,H
143691397,Walter F. Stewart,20865,392,209,72,H
66830598,Yves Laberge,403,685,8,10,H
2936796,Soung Hie Kim,2583,137,41,24,H
2116179,Thomas A Gaziano,3997,182,56,30,H
1739208,Thomas S. Huang,62152,1501,691,113,H
40907697,Jeffery T. Mcqueen,464,36,12,12,H
2620336,Zhouhui Lian,868,71,20,17,H
1950972,Øistein E. Andersen,277,13,8,9,L
1969844,Damiaan Denys,2908,170,71,29,H
49942723,Tom Barber,5077,175,53,26,H
3915348,Sandrine Belouzard,1716,47,26,20,H
145235258,Michael Gallagher,1544,181,34,19,H
15495561,Dheiver Santos,4242,170,41,23,H
135504813,周达生,0,2,0,1,L
40013979,Megan C. Wise,446,44,15,12,H
82005031,Carlos Silva,68,26,2,6,L
1796335,David M. Blei,43871,301,173,73,H
122426138,Michael Silverstein,1697,119,44,23,H
14995944,Harry E. Nursten,159,34,6,7,L
2841305,Emmanouil Kafetzakis,118,29,4,8,L
3594706,Paolo Meneghin,99,48,3,6,L
145082176,Babis Theodoulidis,900,173,22,16,H
1390156553,Allison E Ashley-Koch,3533,198,86,31,H
1399291928,Eva Reinhold-Keller,1921,68,28,23,H
144644618,Ariel Rubinstein,10043,210,95,45,H
12117618,Nicolás Ajkay,9,5,0,2,L
88565903,A Fayard,27,2,1,1,L
5180978,Erica A Eugster,1927,164,61,24,H
144838201,Hiroshi Honda,3291,676,101,27,H
6553630,Naoya Kuwayama,1205,212,33,17,H
152150686,Luca Perrozzi,7554,662,156,39,H
50520338,pierre magal,554,38,13,12,H
49899961,Sung Mok Kim,61,33,2,4,L
144240302,John P. Leonard,9879,573,192,52,H
143798949,Jean Legault,1121,88,26,17,H
1711409,Richard N. Taylor,10726,302,97,42,H
103794398,Francesco Micheli,6174,611,138,36,H
145200979,Henrik Nikolaj Blich Schmidt,251,27,4,5,L
19084441,Brian L. Atkin,379,50,11,11,H
31984996,Amro Abd-Elgawad,36,7,1,4,L
120688115,Cuiqing Ma,147,3,3,3,L
3076820,Peter Luginbühl,1643,32,18,15,H
4305356,Sébastien Montel,301,30,9,10,H
52382902,Viroj Wiwanitkit,4965,3681,105,26,H
1422398694,Ignacio Martínez-Zalacaín,160,17,3,4,L
49100366,Patricia A. Porter,644,26,8,9,L
152560357,John T. Gray,697,3,3,3,L
1382885246,Ruoyan Tobe-Gai,4591,28,23,20,H
2270411,Daniela Sammler,2102,121,26,21,H
49932430,Xiaotao Guo,213,56,5,8,L
51181811,Jianpeng Zhang,95,21,5,6,L
2936855,Leander Schietgat,778,38,9,10,H
143957795,Munawar Iqbal,241,52,6,7,L
118291567,Csaba Dücsö,24,10,1,3,L
39481193,Gail L. Warden,169,64,4,6,L
31739781,William L. Rutherford,57,6,1,2,L
143811482,Richard Evans,1269,225,28,20,H
2804270,Robert E. Stake,15837,115,23,19,H
3308747,Benli Chai,7755,41,25,19,H
2832148,Michael Planer,5784,562,124,36,H
134301211,L Gokulavani,0,1,0,1,L
1402341494,Wilmer Fabián Sepúlveda-Navarro,50,5,1,3,L
2720994,Monica Dorigo Correia,102,20,4,7,L
6384154,Leah E Cahill,1794,52,22,19,H
153264823,A. Brandt,4707,398,92,35,H
40599671,Klaus Banse,77,19,2,6,L
9777462,Dhaval N Gosalia,504,8,5,5,L
2468552,Angela Deutschländer,2278,70,23,18,H
39686285,Magdalena Bogdan,51,32,2,3,L
118410771,Anna Calvo,150,6,4,4,L
144287255,Lucinda Austin,257,10,4,5,L
1777445,S. Allan Bock,4621,101,42,23,H
80306580,Daniel Winterbottom,1461,294,34,19,H
34427581,Alice A. Jardine,1057,45,8,8,L
37934052,Jörgen Lindh,189,30,4,6,L
4621272,Saeid Shahraz,6992,61,31,22,H
40184392,Joshua T. Green,221,27,4,6,L
50045118,Prakash K. Thomas,462,21,7,9,L
145311341,T. Buran,7512,652,98,34,H
14734366,David P. Trauernicht,93,47,3,6,L
143796718,Lesley Rushton,5352,226,58,28,H
6297358,Sven Dr Bjoerkman,2179,177,63,28,H
152654661,Andrea Gabrielli,1278,213,34,20,H
4537670,Quanguang Zhang,757,67,23,17,H
5336831,Constance Dimity Pond,2947,45,20,15,H
2492985,Andreas Ostmann,511,142,17,13,H
34415745,Sanjog Misra,1151,64,21,16,H
2837600,Peter Selinger,2446,86,37,24,H
1956703,Mark Iredell,15598,46,21,18,H
32245641,Genevieve DeClerck,2693,18,15,14,H
47876208,Jianhong Wu,533,144,5,7,L
95879624,Jian Sun,2705,330,66,23,H
47027850,Karen Rees,645,35,4,7,L
3422876,Daylen Yang,584,2,1,2,L
118164293,Carlos Manuel Juárez Ibarra,1,3,0,1,L
101134130,Chien-Te Kent Tseng,1731,51,32,25,H
50463680,Y Guan,2580,7,7,7,L
2459053,Jan H. Mussgnug,2459,47,26,22,H
47958441,Xinxin Zhang,1105,27,3,5,L
40396284,Glen E Duncan,3197,114,54,27,H
144505611,David H. Walker,3,17,0,2,L
46494081,Fang Li,4500,370,95,32,H
6059610,Montrece McNeill Ransom,42,27,1,4,L
2076999,Jeet Sukumaran,1438,30,16,14,H
98397055,Matthew Sands,1901,28,7,8,L
1397408727,Eliane Padua Oliveira,1128,1,1,1,L
117131053,Llm Poon,2774,51,7,8,L
2354048,Bob Schell,614,23,7,8,L
147745828,Olivia S Mitchelli,532,1,1,1,L
2779588,Gene E. Robinson,15690,365,225,72,H
5151405,Richard J. Herrnstein,6363,153,51,33,H
5637950,Myungshin Oh,641,33,12,12,H
118774877,Meijun Qian,1239,42,7,10,H
51958442,David C. Caverly,423,79,14,11,H
50588740,Erio Ziglio,699,12,3,4,L
1678228,David F. Bacon,4009,140,59,32,H
98112759,Hsien-Chuan Lin,6,6,0,2,L
10127817,Rozanne Paciej,159,9,5,5,L
152596107,Anatoly Borisov,4710,403,93,35,H
1430816778,Mich Erlewyn-Lajeunesse,146,5,3,3,L
49249200,Cheryl Mortag Johnson,777,24,12,12,H
4300247,Cecilia J. Hillard,7980,245,137,54,H
12835617,Wuyue Yang,65,8,1,2,L
48024638,Sune Lehmann,211,24,5,7,L
2466164,Xiaojiang Chen,949,180,20,16,H
3495828,Rebecca Page,2610,158,56,29,H
150357607,Zhi-yong Peng,1256,25,4,4,L
52128349,Steven Firth,693,73,15,12,H
52408976,Alex H. Waibel,3196,220,78,32,H
1743278,Charles F. Reynolds,34705,1007,489,75,H
1694497,Pierre Marquis,3150,222,70,28,H
145834590,W. Lewis Johnson,5505,238,78,36,H
89899388,Jonathan Cohen,7374,23,8,8,L
14634482,Joel Nathan Butler,9291,750,136,37,H
6528634,Mehmet Barış Horzum,503,98,19,14,H
144228140,Martin McKee,16922,1088,342,60,H
2634605,Boris Zhivotovsky,21269,376,219,63,H
82794571,Christen Kirk Axelsson,2193,9,4,6,L
5049269,David A. Cheresh,26568,381,225,83,H
1401865881,Kyösti Latva-Kala,1228,22,12,12,H
46976440,Yuan Sun,98,17,5,6,L
145208473,James B. D. Joshi,4291,217,56,29,H
72475831,Robert K. Englund,225,45,8,10,H
71253785,金慧俊,2,24,0,1,L
1927535,Risto Valkonen,719,70,24,16,H
4230235,Tetsuyo Kajimura,158,21,3,7,L
3920764,Rosaria Talarico,1148,128,42,21,H
145903994,Michael Edward Brown,3358,68,25,19,H
2665525,Peter Szatmari,18997,424,209,70,H
1412328163,Shaker El-Sappagh,67,22,3,4,L
49996235,Brenda Leticia Flores Ríos,43,24,1,4,L
69851081,David Petyt,6936,647,148,37,H
144641263,Hans Reithler,9195,1159,253,42,H
47714853,Munagala Madhusudhan Rao,17,8,1,2,L
4388690,Graziano Onder,12600,457,205,57,H
3767333,Nerea Tarancón Huarte,362,46,16,12,H
7019270,Merit E. Cudkowicz,7462,265,127,47,H
1412388420,Dominic Baker-Smith,10,35,0,2,L
15804063,Yue-ying Pan,108,6,2,5,L
144695241,Maximilian Heindl,1793,367,53,21,H
1833039,Richard A. Fabes,11724,213,126,60,H
1402359403,Caroline Schneider-Barthold,10,4,0,2,L
40192610,Nirmalya Kumar,5091,85,26,21,H
48476706,Sally R. Jennings,21,11,1,2,L
46745160,Sanjay Chauhan,6615,379,87,30,H
14548006,Hongliu Cai,70,18,2,4,L
1764975,Veda C. Storey,5070,195,60,28,H
38343632,Marcus Maurer,3354,75,43,29,H
51264572,Anastasia A. Gulyaeva,297,16,5,6,L
145315803,Nan-Yao Su,2048,179,65,22,H
40362258,Matthew Truman,129,6,2,2,L
113924562,Chit-Kwong Kong,1045,17,8,8,L
49576374,Liping Yang,40,31,1,3,L
144750635,Bridget S. Banach,265,12,4,4,L
49398001,Anissa Cyhaniuk,6,8,0,2,L
29392502,John C. Baldwin,837,86,27,18,H
5682863,Andrew D. Mesecar,3192,208,81,28,H
1991863,David Hirshleifer,13317,240,88,45,H
144911509,Thomas Madlener,2135,443,67,23,H
145914202,Dinyar Rabady,2309,402,51,25,H
145642029,Nick Mitchell,1209,30,19,16,H
143961280,Jun Xu,691,155,15,13,H
144815648,Jos Stam,4815,62,36,28,H
153790453,Tim Craven,604,3,2,2,L
4534066,Melissa M Ghera,673,9,6,7,L
1815021,Guillaume Alain,2462,21,12,12,H
50143493,Liehua Deng,37,5,1,3,L
145782553,Francesco Costanza,7200,772,204,37,H
144632352,Harrison A Edwards,933,18,8,8,L
1403770298,Jacqueline A. Dyck-Jones,97,10,2,3,L
152449766,Ah-Hwee Tan,615,32,6,8,L
46939481,John R. Lydeard,736,7,6,6,L
123297295,David McKenzie,1474,77,19,16,H
145273644,Setya Drana Harry Putra,5,2,0,2,L
40996968,Juha Rokka,18,1,1,1,L
145428213,Yu Jin,15,20,0,3,L
2715605,Miguel Malheiros,182,16,3,6,L
11211549,Peter R. Strugnell,1212,7,3,3,L
31489461,Ashwin S. Dharmadhikari,420,23,11,11,H
144137610,Andrew Sherwood,6815,225,112,39,H
2254902,S. G. Wall,1535,67,29,19,H
153730340,Vineet Kumar,3747,491,109,29,H
103907331,Michael R. Reich,331,25,5,7,L
2952549,Ellen R. Tauber,1148,8,6,6,L
118585648,Olga Sutherland,241,40,9,10,H
121880700,Huiting Jiang,17,8,1,3,L
48706581,David Robinson,1845,156,27,16,H
35623096,Seiya Shudo,3,1,0,1,L
34679537,Ronald Azuma,7997,55,31,25,H
48734000,Sonia Terrillon,250,5,4,5,L
40508064,Matthew A. Baum,2185,85,24,21,H
1906081,S. G. Hiremath,8,6,0,2,L
1398611150,Gabriela Schaepman-Strub,1914,54,21,14,H
144282636,Babacar Faye,198,62,8,8,L
25693492,Federico Vazzoler,425,185,12,12,H
144703811,W. Timothy Coombs,4812,153,58,32,H
46599308,Dechun Li,1722,12,9,9,L
31169561,Hidenori Ohnishi,779,111,22,16,H
1401975717,Frank Mueller-Langer,259,63,5,8,L
144015029,George K. Karagiannidis,12203,551,211,57,H
98640904,Dilanthi Amaratunga,1287,129,16,14,H
69983588,Golla Eranna,303,22,3,5,L
144663102,Huahao Shen,789,117,21,15,H
6986158,Sonja Lyubomirsky,15398,158,83,49,H
145323887,João Carlos Correia Baptista Soares de Mello,965,182,29,15,H
16060636,Jack M. Hofkosh,1698,20,2,5,L
8949662,Y H Hsiang,2204,23,15,14,H
49370030,Lou Fogg,324,22,9,9,L
81667400,Robert M. Lawless,112,31,3,6,L
144138341,Sharon L. Walsh,3127,170,73,30,H
7296118,Sachiko Muramatsu,1009,13,8,8,L
51161136,Binbin Sun,83,5,1,3,L
11037233,Roni Michaely,5947,125,65,33,H
39756310,Peter W. Butler,205,20,6,6,L
123062948,Christopher Newall,27,13,0,4,L
46833023,Ivo D. Dinov,4520,228,95,39,H
3195299,Dario Sabella,2484,68,18,15,H
3910691,John M Opitz,7403,782,176,37,H
145374266,Xia Guo,484,162,13,12,H
144679370,Heli Nevanlinna,16619,402,226,65,H
98057442,Sungwan Kim,35,16,2,3,L
13067042,Michelle M. Doering,9,23,0,2,L
21555610,Angela Di Matteo,72,32,2,6,L
152496564,Xiao Xiao,99,46,2,5,L
6025735,Gloria Li,2973,147,50,29,H
8147743,Susan R. Swing,2250,33,21,16,H
103719671,Stephen J. Gardoll,434,15,6,8,L
148659962,الدكتور بلال خلف السكارنه,0,1,0,1,L
108080199,Antonio Segura-Carretero,4640,321,134,34,H
143921734,Salud Borrego,2759,189,66,25,H
152605065,Fred-Markus Helmut Stober,822,217,27,16,H
5243739,Natura Myeku,434,15,8,8,L
144616193,Randy Allen,1931,35,15,13,H
144159535,Alan C. Evans,63208,716,405,130,H
1398193802,Andrea C. Arpaci-Dusseau,6449,181,102,47,H
1398141685,Mark P. Waller,133,3,1,2,L
1778324,Mark Grimshaw,496,47,15,12,H
3094577,Allen L. Gifford,5031,160,75,39,H
1381780174,Justin A. Lathlean,11,3,0,3,L
49666749,Joseph Casanova,1539,193,54,19,H
1777051,George Pallis,2245,106,31,19,H
3153782,Jinshuo Liu,51,40,2,4,L
144035349,Hannes Kaufmann,1691,104,33,20,H
87386407,Diana Lynn Williams,2278,85,42,28,H
92563003,Leandro E. Roth,1553,14,1,4,L
31870789,Fábio L L Monteiro,99,8,3,4,L
2590305,Jun'ichiro Seyama,354,14,4,6,L
143788139,Kalmanje Krishnakumar,202,29,7,9,L
70102146,David C. Berliner,3573,147,44,27,H
2382733,Marianna Kemell,860,165,29,15,H
143648617,Dawn Stacey,8188,291,111,40,H
153885874,S Mason,1210,6,3,3,L
144229900,Pancho Sánchez,562,6,1,2,L
6785278,Datta Madamwar,3907,265,98,35,H
30869794,Swaroop Singh,46,22,2,4,L
4324298,Oluwadamilola M. Fayanju,270,63,7,9,L
6214088,Adrian Angold,19769,203,156,77,H
145931697,Maxime Guilbaud,3652,456,108,31,H
7980565,Froggi VanRiper,3,1,0,1,L
1746534,John Maraist,257,28,4,5,L
46994555,Xiaoyu Han,203,11,2,3,L
1740403,Ben Shneiderman,40041,935,415,94,H
39415639,T B Tsareva,1,1,0,1,L
97267237,Julie Managan Hogan,1721,312,48,22,H
144035765,Jiang Hu,2154,261,67,28,H
1722980,James E Haber,17050,392,221,75,H
6488875,Hongjie Zhou,16,4,1,2,L
3369277,Robert C. Brunham,10522,324,180,48,H
20475905,Carmen Leong,41,15,1,3,L
4164208,Daniël A. Korevaar,1795,65,25,18,H
87618627,Lydia Peter,3,3,0,1,L
2246165,James J. Heckman,54270,468,273,95,H
29785199,Jiri Hron,330,26,5,6,L
6074557,Enrique Regidor,6330,328,117,41,H
144485044,R. Arefi,294,2,2,2,L
72749754,Maren Tabea Meinhard,1685,308,50,21,H
117620585,Olivier Forni,4383,226,41,26,H
51059365,Antonio Di Mauro,81,5,1,2,L
46935678,Hanying Liu,30600,3797,645,62,H
144523665,Kevin Zhu,4415,67,24,20,H
1518646275,Amy Gimma,410,8,5,6,L
50858771,Richard Lowry,5288,25,15,15,H
82735233,V. M. P. Aguiar,4,9,0,2,L
5361324,Eric Sulpice,787,52,16,15,H
2084756,Martin Kappas,799,87,17,15,H
2413442,Namit Jain,2551,9,5,5,L
145146799,Matthew Joyce,999,215,23,16,H
1422614747,Alireza Zare-Hoseinabadi,21,5,1,2,L
1389866219,Aram Ter-Sarkisov,128,15,1,4,L
145894640,Johannes Oldenburg,2957,291,67,31,H
40507322,Natalie E. Dean,951,31,14,13,H
1779592,Gerhard Lakemeyer,3732,277,84,29,H
36357483,Guang Liu,1228,126,24,16,H
3701433,Alistair M Hetherington,5394,185,77,38,H
1730104,Nada Lavrac,6773,337,110,39,H
2503827,Randolph E. Bucklin,3100,58,31,24,H
92643711,Pushpendra Singh,139,18,3,4,L
1733826,Pierre-Louis Curien,2587,129,37,23,H
14486311,Brooke Fisher Liu,1197,71,25,18,H
40505953,Weixi Gu,276,32,8,9,L
1403337264,L. Bellagambac,2657,1,1,1,L
1490932110,Wei-cai Dai,15,4,1,2,L
5569068,Runhua Guo,26,26,0,4,L
34713651,Roger B. Myerson,12797,157,69,38,H
52600395,Livia Kohn,118,38,4,5,L
81509832,Caldwell v. Fox,1747,4,3,3,L
144450801,Csaba Szabó,25619,848,446,82,H
36882735,Erin E. Congdon,804,26,16,14,H
34861875,William J Liu,958,59,11,11,H
4281104,Jin Woo Wi,282,49,9,10,H
1878293,Aparna Gupta,257,73,8,9,L
30512082,Yicheng Fang,180,10,3,3,L
1403050416,Donna Berg-Lyons,7924,18,14,14,H
3313722,Martin R. Prince,6968,440,151,44,H
115534431,Muhammad Mufidul Islam.,14,7,1,2,L
83668545,Jeffrey A. Tolbert,23,19,0,3,L
98070849,H. Theisen,1198,6,3,3,L
48093736,Jiangtao Wang,185,31,7,9,L
104914592,Weng Hang Kong,85,16,2,6,L
1721048,S. Rasoul Safavian,1247,16,3,5,L
73769111,Péter Boldog,34,3,2,2,L
52171147,Wei Wu,106,32,4,6,L
1399485332,Érica E.S. Rodrigues,6,1,0,1,L
93541068,Dustin Stolp,4656,437,100,30,H
102643135,Aniello Spiezia,7165,891,179,37,H
1772965,Martin Schulz,5106,305,117,40,H
48196087,Matthew Graham,1680,344,10,10,H
39065406,K. Ramesh Reddy,30,29,0,4,L
77463226,Yousuke Kunisawa,4,2,0,1,L
89871025,Arthur Howard Thompson,672,55,8,9,L
7606231,Susana Pedras,56,21,2,5,L
40243871,Xuan-Hao Lee,113,25,4,5,L
39077502,Maria Fernanda Gavazzoni,16,1,1,1,L
144761180,M. Claudia tom Dieck,298,54,10,10,H
116491218,Mung Chiang,16417,495,218,60,H
144713068,Joseph White,2104,118,15,13,H
47059628,Hao San,227,70,7,9,L
48190807,Karen Legge,842,70,11,11,H
104907099,Ali Geath Eljadid,24,2,1,1,L
7194794,Sarah C Hill,1116,36,13,12,H
